rating	review 	jenis_review
1	Saya sdh berulangkali mencoba memasukkan tgl lahir tp setiap sdh dimasukkan justru tdk bisa dan kembali diminta memasukkan tgl lahir lg. Aplikasi saya hapus dan saya isi lg tp tetap tdk bisa. Sdh saya coba berulang kali setiap hari. Pdhl skrg setiap masuk swalayan hrs check-in dlu, dan saya jd tdk b.	0
1	Sudah mengajukan keluhan via email tapi masih belum ada kelanjutan. Telpon cs slalu sibuk. Ibu saya sudah vaksin 2dosis tapi tidak ada sertifikat 1 pun dan keterangan nya belum vaksin. Bapa vaksin 2dosis tp yg muncul cuma 1 sertifikat dan itu pun salah, tanggal terbitnya malah tanggal pas saat yg do	0
1	Kok mau daftar akun baru d sini g' bisa² ya? Awalnya bisa sampe verifikasi kode tapi kodenya g' d kirim² sampe waktunya habis. Udah nyoba pake email sama nomor hp. Terus besoknya nyoba lagi katanya sistem error. Terus hari ini nyoba lagi katanya pendaftaran gagal. Ini gimana dah cara daftarnya	0
1	Kenapa ya tiba-tiba aplikasinya log out sendiri padahal saya tidak melakukan aktifitas apa-apa, baru setelah itu aplikasinya minta untuk diperbaharui setelah selesai saya coba log in dg nomer HP saya yg sudah terdaftar tapi jawabannya user not found dan cb saya melakukan pendaftaran lagi selalu gaga..	0
1	Aplikasi enggak jelas dan enggak update. Jelas2 saya sudah vaksin 2x tidak terecord, tidak keluar sertifikat vaksin dan saat masukkan nama lengkap dan no ktp tertulis data tidak valid. Terus saya harus komplain dan ngurus kemana ini utk bisa update data saya. Call ke 119 tidak diangkat angkat sibuk	0
1	Kenapa setiap mau melihat sertifikat vaksin selalu tidak bisa diklik 'lanjutkan'? Sudah ditutup dan dibuka berkali kali juga tetap sama. Perangkat dimatikan, dihapus cachenya juga ga ngaruh sama sekali. Tolong bantuannya! Aplikasi masih banyak erornya kok jadi aplikasi wajib.	0
1	Mau register/daftar selalu gagal...dan gagal terus....mungkin apabila tidak bisa di akses...alangkah baiknya tidak perlu menggunakan aplikasi ini untuk syarat bepergian kemana²....bagi yang sudah bisa mengakses..tdk jadi masalah...bagiyang tidak bisa register...disinilah masalah akan muncul..dan tid	0
1	"Saya udah dapet sertifikat vaksin tapi kenapa ya saat mau verifikasi apk pedililindungi malah gak bisa, selalu ada tulisan ""sesuaikan nama dan nik anda dengan KTP"" padahal udah ngisi datanya dengan benar dan udah teliti juga. Tolong dong di benerin saya jadi gak bisa scan QR buat masuk ke tempat yan."	0
1	Checkout otomatis gak berfungsi, dan setelah update terbaru, notifikasi button hijau jadi hilang, karena skala nasional, skala kekuatan server harus di perbaiki, minimal menggunakan amazon sebagai servernya, dengan scaleup automatic, pada saat di gunakan di jam yg sama dan secara berbarengan aplikas..	0
2	Mohon solusinya.... Saat mau scan lokasi, gagal karena profil tidak lengkap. Diminta lengkapi NIK dan tgl lahir. Nik bisa masuk, namun saat masukin tgl lahir gagal terus sampai bangkotan. Mana tiap mau masuk kantor harus scan lokasi. Call center gak jawab, sibuk gak jelas Sangat merepotkan. Ini aplikasi cacat atau apa ya? Tolong min diberesin.	0
2	Udah vaksin ke 2, tapi sertifikat ga muncul juga. Sudah berusaha email dan tlp ke call center 1199 tapi email ga ada tanggapan, dan telponnya pun susah dihubungi, alasannya selalu siboook terus. Aplikasinya pun belum membantu, krn ga ada contact centernya yg bisa melayani pertanyaan atau keluhan. Padahal diwajibkan unduh aplikasi ini buat syarat, tapi aplikasinya sendiri blm memadai. Segera permudah semuanya, jangan mempersulit.	0
2	(1)Kenapa setelah diupdet yg terbaru sertivikat vaksin saya tidak nongol tapi hanya dikasih tau sudah vaksin ke 2,,,(2)saya dan kawan2 cek barkot kadang bisa kadang tidak,,,padahal sudah ikutin petunjuk yang sudah ada dari HRD bahkan sampai matikan hp lalu hidupkan lagi sama saja,sinyal simpati bagus+ kuota saya banyak,mohon dibantu...	0
2	Saat saya menginput tanggal lahir sangatlah merepotkan. Saya harus klik sebanyak 12 x umur saya (46 tahun) dan setelah ketemu tgl lahir saya ternyata TIDAK BISA keluar tanggal lahir. Sudah saya coba sebanyak 4x dan tetap tidak keluar tgl lahir saya. Jari saya sampai pegel / kraam. Tolong diperbaiki ...	0
2	Saya sudah vaksin. Ikut vaksin merdeka di limboto, provinsi Gorontalo tanggal 7 September 2021. Namun, hingga saat ini 28 September 2021, ketika di cek di app peduli lindungi kenapa sertifikat saya tidak ada? Saya juga sudah buat akunnya. Tolong solusinya bagaimana?	0
2	masalah mengisi data tanggal lahir harus diper simple lagi, karena harus di geser manual bulannya sampe tanggal kelahiran, saya kelahiran 1990, maka harus menggaser sebanyak 31x12 = 372 kali, bapak saya kelahiran 1954 jadi seharusnya menggeser sebanyak 67x12 = 804 kali, dan akhirnya tidak jadi menggunakan aplikasi ini karena RIBET jadi bayangkan orang-orang yang sudah sepuh justru akan JAUH LEBIH RIBET, karena tidak semua orang punya begitu banyak waktu luang untuk memencet sebanyak 800 kali lebih, itupun kalau nanti tidak error ditengah jalan entah memang kesalahan atau memang DIsengaja dibuat RIBET	0
2	Pak kominfo saya pusing sama aplikasi ini. Kenapa nggak peduli sama saya ini aplikasi. Saya butuh buat kerja. Kemarin buka aplikasi ngisi tgl lahir aja gak bisa mulu balik terus ke kolom NIK. Ini sekarang coba masuk malah invalid signature. Tolong dong jangan diem aja.. Direspon. Saya nggak bisa nge Mall ini Pak! Pusiiiinnnnggg	0
2	Untuk pengisian tanggal lahir tidak praktis. Terlebih yang sudah lebih dari 40 tahun harus menekan panah belakang terus menerus sampai tanggal /bulan/tahun kelahiran. Jadi repot sekali. Kenapa tidak dibuat feature yg lebih praktis dgn langsung ketik tanggal lahirnya??	0
2	"Masih suka bingung sama aplikasi nya.!! PERMASALAHAN SAYA : "" mengapa saya tidak bisa menerima kode otp saat mendaftarkan vaksin diri saya di apk tersebut, sudah saya chek berulang2 kali dan hasil nya sama saja, mohon penjelasan dan penerangan nya "" SEKIAN TERIMAKASIH"	0
2	Mau donlot sertifikat vaksin dari aplikasi ini tapi tidak bisa, alasannya anda tidak memiliki sertifikat vaksin, padahal sudah vaksin dosis ke-2 dan sudah ada pemberitahuan melalui SMS PeduliLindungi kalau sertifikat vaksin sudah tersedia. Mohon yang buat aplikasi dari Kemkominfo dan yang lainnya untuk segera memperbaiki aplikasinya, agar saya dan pengguna yang lain dapat segera memiliki sertifikat vaksin, sebagai bukti bahwa sudah dilakukan vaksinasi. Semoga Allah memudahkan urusan kita semua.	0
2	Kenapa sertifikat saya tidak muncul diaplikasi, katanya anda tidak memiliki sertifikat vaksin, padahal saya sudah selesai vaksin dosis 2, saya email sampaikan keluhan juga tidak ada responnya sama sekali. Kadang juga lama bgt kebukanya aplikasinya padahal sinyal udah stabil dan pebuh, tolong di upgrade dan diperbaiki lah pelayanannya, di email sama sekali tdk ada respon.	0
2	"Rata2 kendala tidak bisa input tanggal lahir, bulan dan tahun, serta sering terjadi kesalahan tanggal pada sertifikat vaksin, padahal formulir screening dan kartu dari pihak pelaksana vaksin sudah sesuai KTP.dan KK, namun setelah data di masukkan ditolak aplikasi dengan notifikasi "" TANGGAL LAHIR TIDAK VALID"" Aplikasi peduli lindungi malah justru mempersulit bagi masyarakat yang ingin mencetak sertifikat vaksin, dg kesalahan2 seperti ini."	0
2	Baterai boros.. Kalau GPS di matikan, lalu back aplikasi, maka aplikasi akan stop dan mengulang dari awal meminta lokasi tp gk bisa masuk lagi, kalau mau masuk lagi harus uninstal dulu lalu instal ulang aplikazi lagi. Mohon di perbaiki. Terima kasih	0
2	Kemarin saya sudah vaksin ke 2 moderna tanggal 23 september 21lokasi yg sama dengan vaksin pertama tapi sertifikat vaksinnya belum ada. Tidak kayak yg pertama sertifikatnya keluar hari itu juga. Saya kasi bintang 2 dulu. Nanti saya tambah kalo sertifikatnya sdh keluar. (Hubungi pihak BPJS)	0
2	Sudah berhasil daftar di apps ini. Diminta masukan data no ktp| tgl lahir | no telp | email. Mau cek qr code harus isi data lagi, sesudah di isi tulisannya server error. Mau daftar vaksin juga sama isi data ulang dan hasilnya server error. Intinya apps ini gunanya apa saja? Mohon di jelaskan	0
2	Saya kasih 2 bintang karena sampai sekarang blm ada perbaikan sistem input data dihalaman pendaftaran, selalu gagal pd pengisian tgl lhr, Saya jg sdh mengadukan via email tp jg blm ada perbaikan sampai sekarang, Yg berdampak pd saya dan keluarga saya blm bs mendapatkan vaksin sampai saat ini. Pd hal dlm waktu2 dekat ini banyak agenda vaksin di kota domisili saya Samarinda. Nanti kl sdh ada perbaikan saya tambah bintangnya sesuai kualitasnya.	0
2	"Saya kesusahan untuk mengisi tanggal lahir saat mendaftar aplikasi,setelah menandai tanggal dan klik ""ok"" tanggal lahir saya tidak muncul di formulir dan saya sudah ulangi berulang-ulang tetap tidak berhasil, saya harap bug nya segera dibereskan, device saya samsung j2 prime"	0
2	Assalamualaikum wr wb.. Maaf Min,saya mau bertanya sudah berulang kali saya cek sertifkat saya di aplikasi ini juga mengisi data dan tanggal lahir Dan sebagainya .Tapi sayang sekali gagal terus berulangjaki hingga saya download berulang-ulang,tolong min minta solusinya terimakasih.	0
2	Selamat sore Admin, terimakasih notifikasi vaksin yang saya baca hari ini walaupun telah melaksanakannya pada 26 Agustus 2021. Dalam informasi tersebut juga menyebutkan jadwal vaksin ke 2 pada tanggal 24 oktober 2021, sedangkan actual vaksin ke 2 telah dilaksanakan pada tanggal 26 September 2021dan Sertifikat vaksin ke 2 belum muncul. INDAHNYA....	0
2	Bintang 2 dulu ya. Kurang memuaskan, karena kalau cek sertifikat melalui aplikasi hampir tdk pernah ada. Tapi kalau cek melalui website pasti sertifikat muncul. Harap aplikasinya diperbaiki supaya lebih mudah untuk melihat sertifikat vaksinnya. Karena banyak orang butuh sertifikatnya	0
2	Halo admin, mau tanya ini kenapa ya setiap mau login mau masukin nomor kode nomornya tidak ada notif SMS, saya udah masukin 20x nomor tidak ada notif SMS, kenapa? Bisa secepatnya di perbaikin? Klo sudah di perbaiki saya kasih bintang 5, terimakasih	0
2	Mohon bantuannya, nama saya kok ngga valid padahal sesuai KTP loh ini gimana dong jadinya. Udah berkali kali di cek hasilnya tetep nama tidak valid, udah di coba di rubah tetap aja nama tidak valid. Tolong dong ini gimana saya mau ngecek saya udah terdaftar atau blm, mohon bantuannya dong kak admin	0
2	Kenapa sertifikat vaksin saya dari yang pertama sampai yang ke dua tidak muncul muncul ya..padahal nik dan no telpon sudah benar..dah di periksa di nik sudah lengkap sampai vaksin ke dua..bagaimana ini? Sudah email dan telp pun tidak ada tanggapan,padahal butuh sertifikatnya untuk keperluan pekerjaan juga...gak ngerti dengan aplikasi macam ini	0
2	Gmn nih min, saya udh ikut vaksin lengkap di sekolah, kenapa sertifikatnya belum muncul, mana sertifikat pertama munculnya sebulan kemudian, terus saya juga g bsa registrasi katanya NIK saya salah dan ga cocok, padahal saya yakin Nik saya bener, gmn nih min?	0
2	Masukin tanggal lahir di ok seratus kali ga bisa. Terus di keterangan sudah vaksin 1 tp di klik liat sertifikat vaksin gak ada. Aneh bgt aplikasi ini. Mohon diperbaikin. Masa iya aplikasi vital dan milik negara tapi nggak memudahkan saat di gunakan.	0
3	"Ini kenapa ijin lokasinya ga bisa setting ""hanya saat aplikasi digunakan"" ??, kenapa harus disetting ""ijinkan sepanjang waktu""... Kalo ga disetting ""ijinkan sepanjang waktu"" ga bisa masuk menu home aplikasinya... Tolong diperbaiki ya bapak ibu yang terhormat..."	0
3	Harap di perbaiki lagi aplikasi ini. Ada perbadaan data antara APLIKASI dan website pedulilindungi. seperti yg saya alami. Di web semua data benar Di app masih ada sedikit kekeliruan data. (Alhasil saya download srtifikat melalui WEB) Karena yg benar ya itu. Yg di website.	0
3	Saya naikin ke bintang tiga karena sertifikatnya udah keluar, makasih ya! Oh ya terus tingkatin dong keamanan: 1) naikin lagi sistem yg bagus biar gak ada data breach terus, malu data rakyat masa bocor melulu. 2) bikin alert system dong untuk barcode scan, masa ada yg positif bisa masuk ke beberapa tempat awam? Supaya mudah diperingatkan kalo masuk mall dll. 3) Tracingnya ditingkatin dong supaya data app nya juga akurat.	0
3	Saya mendapat kesulitan dengan daftar vaksinasi di apk pedulilindungi. Saya sudah mengisi data diri sesuai ktp, tapi ketika pada proses memasukkan kode otp tidak valid trs, padahal saya sudah coba kirim ulang kode otp yg telah dikirim lewat sms tapi tetap tidak bisa. Bagaimana cara mengatasinya? Terimakasih...	0
3	Udah lebih dari 10 kali daftar vaksin tapi selalu gak bisa karena SMS OTP gak pernah muncul. Setiap daftar harus isi alamat terus dari awal.	0
3	Saya sudah vaksin di luar negeri. Dan saya coba apply ke app ini tinggal menunggu persetujuan. Tapi sudah 2 minggu kenapa belom ada jawaban ya? Padahal saya baca vaksin dari luar bisa approve ke app ini dalam kurun waktu 3 hari. Saya juga sudah email ke kominfo dan kasih screenshot bukti saya sudah apply. Terimakasih&tolong bantuannya ya.	0
3	Fitur pengisian data terutama tanggal, bulan, dan tahun lahir sangat merepotkan tidak bisa ditulis manual langsung. Otomatis tapi harus dirunut kebelakang bayangkan kalo yang lahir tahun 80-an. Salah pencet balik lagi ke awal. Mohon diperbaiki.	0
3	Halo, tolong aplikasi nya lebih di update lagi agar pengguna dapat log in dengan cepat saya tadi pagi log in dan berhasil lalu setelah jam 6 malam tadi saya ke mall setelah pulang dan cek aplikasi ternyata log out, saat ingit di log in lagi susah.. Mohon di perbaiki lagi aplikasi nya ya, terima kasih..	0
3	Izin Lokasi harus aktif terus, batre jd cepat habis krn icon di tampilan muncul terus, jika lokasi dimatikan berpengaruh ke aplikasi HP yang lainnya, seharusnya tdk berpengaruh diaplikasi lainnya krn aplikasi ini kan hanya untuk kepentingan ketika kita masuk mall atau tempat publik, apakah hal ini h...	0
3	Saya sudah d vaksin 2x tpi yg pertama status sertifikat di aplikasi ny ga ada(belum tersedia), sms jg ga menerima.. pas sya vaksin ke-2 malah yg muncul sertifikat ny vaksin pertama?? Masa iya saya harus vaksin lagi?solusi ny?coba tlpn call 119 sibuk terus udh 10x malah d saranin ny ke aplikasi peduli lindungi..mohon penjelasan ny , BKN hanya sya saja, tmn2 yg bareng vaksin jg seperti ini ada 6 orang,dan kami pekerja yg sewaktu2 d tanyakan	0
3	"Sebenernya lumayan jg dibuat aplikasi begini, ga perlu rempong lg bawa kartu vaksin, tinggal scan qr/tunjukin sertifikat vaksin, cuma kenapa pas mau isi tanggal lahir, selalu gabisa, udah pilih tanggal trus klik ""OK"" malah tetep kosong. Tolong diperbaiki, kalo gabisa isi tgl lahir, gabisa scan qr."	0
3	Sobat2 yg ga bs isi tgl lahirx n sll berpindah ke kolom nik, saya jg ngalami hal yg sama. Itu krn tdk bs utk hp lawas. Bisa utk android 8 keatas sj. Krn sy jg mengalami bgt n bgt ganti hp android 10, br bs terdaftar. Klo dibawah android 8, itu untung2an. Tp lbh bnyk yg gagal spt sy n terpaksa instal di hp android 10.	0
3	Saya masih belum tau gimana nya, tapi saya daftar vaksin lewat app ini. Tapi katanya untuk jadwal dan lokasi masih menunggu. Kira² ini berapa lama ya kak nunggu nya apakah ada kepastian? Soal nya jika bisa secepat nya saya ingin segera divaksin untuk kebutuhan sertivikat yang sekarang sangat diperlukan. Terimakasih	0
3	Kenapa sertifikat vaksin saya tidak bisa di akses di aplikasi? Sebelumnya saya melakukan perubahan no hp saat pertama kali install pedulilindungi, tapi perubahan dilakukan sebelum melaksanakan vaksin. Setelahnya aplikasi saya selalu eror dan tidak menampilkan riwayat maupun sertifikat vaksin. Mohon bantuannya	0
3	Kenapa ya sertifikat vaksin ke dua saya belum muncul2, kalau yang vaksin ke satu sudah muncul,padahal saya sudah melakukan vaksin ke dua pas tanggal 29 bulan kemarin,udah beberapa kali saya cek di aplikasi ini ga muncul2,saya sudah isi semua identitas saya,mohon penjelasannya	0
3	"tolong perbaiki lg, aplikasi terlalu memakan daya baterai, hrs minta ""akses lokasi sepanjang waktu"", gak bisa kalo cuma dipilih ""saat digunakan"", seharian cuma buka sekali, tp aplikasi ini urutan kedua dlm pemakaian daya baterai"	0
3	Maaf Saya kasih bintang 3 dulu?? Saya ada keluhan, sertifikat vaksin sudah keluar di riwayat vaksin. Tapi untuk scan QR tidak bisa karena saya belum melengkapi data. Masalahnya tanggal lahir saya tidak bisa dimasukkan. Kenapa ya?? Sedih saya??	0
3	Terimakah sudah membuat aplikasi yang bagus dan membantu. Masukan, pertanyaan yang sama tidak usah ditanyakan lagi tiap kali masuk aplikasi. Beri penjelasan terkait cara mendapatkan sertifikat. Terkadang ada kendala saat mau membuat qr code. Terjadi error berkali-kali sampai harus nunggu 30 menit.	0
3	Ih gimana sih ini, aku dah vaksin pertama tapi pas mau liat sertifikatnya gaada suruhnya vaksin dulu padahal udah di vaksin kenapa gada sertifikat nya jadi susah kan kalo mau keluar kemana-mana harus bawa kartu vaksin karna di apk peduli lindungi belum ada sertifikat nya padahal udah vaksin. Tolong dong perbaiki punya saya, apa perlu foto bukti kartunya juga ada, pliss supaya bisa ada sertifikat nya dong jadi gausah bawa kartu vaksin kemana-mana. Takutnya saya lupa dan harus bolak-balik.	0
3	Mohon maaf mau tanya bapak / ibu kenapa di applikasih muncul cuma satu sertifikasi sedang saya sudah vaksin 2 kali di RS. Ridwan tapi yang muncul cuma satu sertifikat, vaksin kedua tapi jadi vaksin pertama sedang vaksin pertama tidak ada. Mohon penjelasannya bpk/ibu	0
3	Tolong aplikasinya dibuat lebih simpel agar orang2 tua lebih mudah mengisi tanggal lahir mereka. Atau dihilangkan saja kolom isi tgl lahirnya karena kan sudah ada kolom isi NIK. Kasian para manula boss....selebihnya aplikasi ini bagus dan berjalan sesuai keinginan. Thanks sebelumnya	0
3	saya beri centang 3 dikarenakan : 1) terkadang masuk ke apk nya butuh waktu sangat lama. 2) harus sekali mempunyai kuota, karena saya pakai wifi dirumah jadi saya tidak punya kuota. 3) saya kurang puas karena apk nya sering sekali eror.	0
3	Akhirnya nya bisa masuk juga, setelah otak atik HP, pola pemilihan tgl lahir rumit sekali, klo kita lahir tahun 90 an harus tekan sampai 12×30=360 kali ketik ribet amat kenapa nggak pke sistem gulirkan aja kayak daftar di kebanyakan aplikasi lain	0
3	"Mohon maaf Bapak/Ibu/Kakak sekalian yang budiman, kenapa setiap kali dibuka lamannya ijinkan lokasi terus tanpa bisa masuk ke aplikasi. Padahal semua sudah berstatus ""Diijinkan"" GPS nyala dll Jika aplikasi di uninstall dan di install ulang, bisa masuk ke aplikasi. Tp untuk selanjutnya pun kembali ke permasalahan awal. Munculnya laman ijinkan lokasi terus. Apakah aplikasi ini tidak kompatibel di beberapa perangkat handphone?"	0
3	Masih banyak bug nya, tolong pihak terkait segera memperbaiki mengingat applikasi ini saat ini dijadikan syarat untuk masyarakat beraktifitas. Banyak terjadi error' bahkan hang/freze. Saya yakin yg buat app ini sudah dapat suntikan dana dari pemerintah yg cukup. Ada tambahan sertifikat vaksin tidak keluar di aplikasi padahal sudah vaksin lengkap, dan sudah kirim keluhan via email beserta data yg diminta juga sudah dikirimkan sampai detik ini tidak ada tindakan alias sertifikat vaksin tdk keluar	0
4	Hallo kak! Minta tolong untuk verifikasi menggunakan kode ke nomor handphone bisa diberikan pilihan untuk telepon karena nomor bapak saya tetap tdk ada kode yg masuk walaupun sudah dicoba berulang kali, namun biasanya kalau kode verifikasi lewat telepon bisa masuk. Atau mungkin bisa verifikasi melalui email juga kak. Terima kasih sebelumnya. Semoga pesan ini didengar ??	0
4	"Alhamdulillah sangat membantu yg kita perlukan, yg perlu diperbarui dalam bagian kenapa satu aplikasi gak bisa ngecek sertifikat vaksin istri kita, kenapa harus punya hp sendiri download aplikasi ini sendiri baru bisa diakses sendiri, harusnya bisa dong ngecek sertifikat vaksin istri dan anak"" kita."	0
4	Ini bagaimana yah saya baru saja vaksin saya sama suami saya . Jd 2 orang yg vaksin hanya dengan 1 nomor tlfon. Yaitu mengghnakan nomer ho saya. Tapi kenapa yg terbaca hanya sertifikat suami saya. Punya saya tidak bisa terbaca tidak muncul. Mohon bantuannya	0
4	secara keseluruhan aplikasi ini cukup mempermudah dalam penanganan covid. Hanya ada beberapa kekurangan yg pertama penggunaan data sedikit boros. Kedua izin layanan lokasi harus terus dinyalakan yg mana membuat baterai hp sedikit boros. Dan terakhir terkadang ketika login aplikasi keluar sendiri mohon kedepannya jika ada perbaikan masalah diatas dapat diperbaiki terimakasih.	0
4	Halo developer PeduliLindungi! Proses pengisian tanggal lahir tidak bisa dilakukan. Ketika mengisi dengan memilih kalender yang disediakan, tanggal lahir tidak muncul setelah menekan tombol ok. Tolong perbaiki bug ini segera! Terimakasih	0
4	"bagus si aku suka. Tpi emng ga bisa dapetin sertifikat orang lain ya. ak coba masukin nik sama nama punya kaka aku, ada information atau udah faksin pertama, nah ada tulisan "" lihat sertifikat "" ak pencet tpi sertifikat nya ngga keluar. apk nya emng ngga bisa lihat sertifikat orang lain atau aku nya yg salah kak?"	0
4	Pemilihan tanggal lahir dan tahun lahir terlalu ribet karena tidak tersedia sarana ketik langsung, kalo umur 40thn cari tanggal bulan dan tahunnya mesti tekan banyak dan lama. .... Tolong diperbaiki agar mempermudah yg sudah berusia lanjut. Terimakasih	0
4	Akun nama saya tapi sertifikat atas nama istri gimana ni mohon di permudah ganti akun biar sama dgn sertifikatnya. Satu lagi yg penting banget perbaiki lagi aplikasi ini agar lebih ringan dan simple ..karena apk ini membuat hp kentang Panas yg berlebih, bros batre,memakan ram yg banyak.makanya saya sering donload saat di gunakan dan unistal lagi tuk menghindari hp saya ngleg dan panas.	0
4	Tolong untuk sertifikat nakes yang sudah vaksin ke 3 ditampilkan, sampai sekarang cuma sampai vaksin ke 2 yang tampil di aplikasi. Padahal kalau masuk via google chrome ke peduli lindungi itu sudah ada sertifikat vaksin ke 3 nya, terimakasih	0
4	"Setiap buka aplikasi selalu keluar ""terdeteksi lokasi buatan silahkan matikan lokasi buatan dan coba lima menit dari sekarang""itu masalahnya apa ya?saya udah coba berhari"" tapi tetap tidak bisa dibuka..mohon penjelasannya."	0
4	Gimaha sih, saya mau scan qr vaksinasi pertama dan profil saya belum lengkap, jadi saya isi nik dan tanggal lahir, nah pas isi tanggal lahir nya tuh gak pernah berhasil jadi bingung sendiri, di perbaikin dong sistem nya tuh	0
4	Sebenarnya aplikasinya sudah bagus bgt,tpi satu aplikasi hrus nya bisa dan lancar la untuk setiaknya dua pengguna.karna gak mungkin emak2 yg sudah tua hrs beli android dulu untuk download sertivikat paksin nya. Data akun sudah di rubah tpi ttp saja sertivikatnya gak ada. Saya merubah akun ke nm ibu saya karna yg saya udah keluar dan sudah aku download. Juga dgn no hp berbeda.tpi ttp saja ga keluar2.	0
4	Akhir2 ini muncul trouble, data tidak terbaca (Profile, data vaksin, data test covid19), dan apabila di uninstall dan di install ulang, mau login tdk bisa, data error (terjadi kesalahan, silakan coba lagi), pesan ini yg muncul terus.	0
